Step,PreqAcc_mean,PreqAcc_std,CumAcc_mean,CumAcc_std,BestLR_mean,BestLR_std,WindowSize_mean,WindowSize_std
46,0.5130434782608695,0.08274841984707358,0.5130434782608695,0.08274841984707358,0.00271,0.0038524018481980826,920.0,0.0
92,0.5391304347826087,0.05846708044621539,0.5391304347826087,0.05846708044621539,0.00271,0.0038524018481980826,920.0,0.0
138,0.5565217391304348,0.052676945211725515,0.5565217391304348,0.052676945211725515,0.00271,0.0038524018481980826,920.0,0.0
184,0.5641304347826087,0.04413751400823498,0.5641304347826087,0.04413751400823498,0.00271,0.0038524018481980826,920.0,0.0
230,0.5630434782608695,0.03610121364371346,0.5630434782608695,0.03610121364371346,0.00271,0.0038524018481980826,920.0,0.0
276,0.566304347826087,0.03093532493642976,0.566304347826087,0.03093532493642976,0.00271,0.0038524018481980826,920.0,0.0
322,0.5754658385093168,0.028690079794995833,0.5754658385093168,0.028690079794995833,0.00271,0.0038524018481980826,920.0,0.0
368,0.58125,0.031441729626386014,0.58125,0.031441729626386014,0.00271,0.0038524018481980826,920.0,0.0
414,0.5789855072463768,0.028941861933589174,0.5789855072463768,0.028941861933589174,0.00271,0.0038524018481980826,920.0,0.0
460,0.5760869565217391,0.02520656105931315,0.5760869565217391,0.02520656105931315,0.00271,0.0038524018481980826,920.0,0.0
506,0.582806324110672,0.021956631433620335,0.582806324110672,0.021956631433620335,0.00271,0.0038524018481980826,920.0,0.0
552,0.5893115942028986,0.018749975689809753,0.5893115942028986,0.018749975689809753,0.00271,0.0038524018481980826,920.0,0.0
598,0.5926421404682275,0.019805055064617598,0.5926421404682275,0.019805055064617598,0.00271,0.0038524018481980826,920.0,0.0
644,0.5945652173913043,0.020383782465204656,0.5945652173913043,0.020383782465204656,0.00271,0.0038524018481980826,920.0,0.0
690,0.5976811594202899,0.021103979604444555,0.5976811594202899,0.021103979604444555,0.00271,0.0038524018481980826,920.0,0.0
736,0.596875,0.02032550972468242,0.596875,0.02032550972468242,0.00271,0.0038524018481980826,920.0,0.0
782,0.5982097186700768,0.019513096266118236,0.5982097186700768,0.019513096266118236,0.00271,0.0038524018481980826,920.0,0.0
828,0.5992753623188406,0.017592178035259014,0.5992753623188406,0.017592178035259014,0.00271,0.0038524018481980826,920.0,0.0
874,0.5990846681922196,0.017669434178244906,0.5990846681922196,0.017669434178244906,0.00271,0.0038524018481980826,920.0,0.0
920,0.5983695652173913,0.017543491729966297,0.5983695652173913,0.017543491729966297,0.00271,0.0038524018481980826,920.0,0.0
966,0.6033695652173913,0.01753750444538256,0.5990683229813665,0.01805619646265846,0.00271,0.0038524018481980826,920.0,0.0
1012,0.6053260869565218,0.01672524362803544,0.599308300395257,0.018865497126518558,0.00271,0.0038524018481980826,920.0,0.0
1058,0.6034782608695652,0.016884213471946727,0.5973534971644613,0.018987421768518437,0.00271,0.0038524018481980826,920.0,0.0
1104,0.6035869565217391,0.017720688173148726,0.5970108695652174,0.019088478502808835,0.00271,0.0038524018481980826,920.0,0.0
1150,0.6053260869565217,0.01734936065276934,0.5968695652173913,0.018533506502117245,0.00271,0.0038524018481980826,920.0,0.0
