Step,PreqAcc_mean,PreqAcc_std,CumAcc_mean,CumAcc_std,BestLR_mean,BestLR_std,WindowSize_mean,WindowSize_std
10,0.45,0.19578900207451214,0.45,0.19578900207451214,0.0032500000000000003,0.004671723450719232,138.0,0.0
20,0.5,0.14337208778404378,0.5,0.14337208778404378,0.0032500000000000003,0.004671723450719232,138.0,0.0
30,0.5066666666666666,0.09269623828717428,0.5066666666666666,0.09269623828717428,0.0032500000000000003,0.004671723450719232,138.0,0.0
40,0.52,0.0724568837309472,0.52,0.0724568837309472,0.0032500000000000003,0.004671723450719232,138.0,0.0
50,0.514,0.07662317607037127,0.514,0.07662317607037127,0.0032500000000000003,0.004671723450719232,138.0,0.0
60,0.51,0.05889937013643807,0.51,0.05889937013643807,0.0032500000000000003,0.004671723450719232,138.0,0.0
70,0.5242857142857142,0.061371328071804426,0.5242857142857142,0.061371328071804426,0.0032500000000000003,0.004671723450719232,138.0,0.0
80,0.515,0.0673918887305191,0.515,0.0673918887305191,0.0032500000000000003,0.004671723450719232,138.0,0.0
90,0.518888888888889,0.0668823670993079,0.518888888888889,0.0668823670993079,0.0032500000000000003,0.004671723450719232,138.0,0.0
100,0.523,0.08028421735033328,0.523,0.08028421735033328,0.0032500000000000003,0.004671723450719232,138.0,0.0
110,0.5272727272727272,0.08119855155741977,0.5272727272727272,0.08119855155741977,0.0032500000000000003,0.004671723450719232,138.0,0.0
120,0.52,0.07245688373094718,0.52,0.07245688373094718,0.0032500000000000003,0.004671723450719232,138.0,0.0
130,0.5230769230769231,0.06666666666666665,0.5230769230769231,0.06666666666666665,0.0032500000000000003,0.004671723450719232,138.0,0.0
140,0.5297101449275362,0.06293649649044816,0.5278571428571428,0.06258327785172861,0.0032500000000000003,0.004671723450719232,138.0,0.0
150,0.5268115942028986,0.07116796325366817,0.5233333333333333,0.0629520687742902,0.0032500000000000003,0.004671723450719232,138.0,0.0
160,0.5289855072463767,0.06831949576681615,0.5237499999999999,0.054150638654282414,0.0032500000000000003,0.004671723450719232,138.0,0.0
170,0.5311594202898551,0.06615447718904022,0.5258823529411765,0.05554248212189868,0.0032500000000000003,0.004671723450719232,138.0,0.0
180,0.5340579710144928,0.05966232470608767,0.5288888888888889,0.055912433986980245,0.0032500000000000003,0.004671723450719232,138.0,0.0
190,0.5289855072463767,0.050088022592579044,0.5242105263157895,0.051040271006226455,0.0032500000000000003,0.004671723450719232,138.0,0.0
200,0.536231884057971,0.056750435383916595,0.5285,0.05312720583655798,0.0032500000000000003,0.004671723450719232,138.0,0.0
210,0.532608695652174,0.05521318575199257,0.5285714285714286,0.055351097695754595,0.0032500000000000003,0.004671723450719232,138.0,0.0
220,0.5297101449275362,0.059896563426841416,0.5245454545454545,0.057303983774898495,0.0032500000000000003,0.004671723450719232,138.0,0.0
230,0.527536231884058,0.05815189173257645,0.5247826086956522,0.058728743579368886,0.0032500000000000003,0.004671723450719232,138.0,0.0
240,0.518840579710145,0.04928956885288778,0.5208333333333334,0.05803495115493388,0.0032500000000000003,0.004671723450719232,138.0,0.0
250,0.513768115942029,0.054596852978056075,0.5192,0.061674413927765286,0.0032500000000000003,0.004671723450719232,138.0,0.0
260,0.5130434782608695,0.05474092936894802,0.5169230769230768,0.05864456280745087,0.0032500000000000003,0.004671723450719232,138.0,0.0
270,0.5079710144927536,0.05881530913839739,0.5159259259259259,0.05633337527020673,0.0032500000000000003,0.004671723450719232,138.0,0.0
280,0.5065217391304347,0.07345934448595044,0.5160714285714285,0.05986213374654584,0.0032500000000000003,0.004671723450719232,138.0,0.0
290,0.5043478260869565,0.0769315139609445,0.5131034482758621,0.05665629057972228,0.0032500000000000003,0.004671723450719232,138.0,0.0
300,0.4992753623188405,0.06996079824343483,0.513,0.05334374898294602,0.0032500000000000003,0.004671723450719232,138.0,0.0
310,0.5036231884057971,0.076555188365896,0.5164516129032257,0.054329280442292543,0.0032500000000000003,0.004671723450719232,138.0,0.0
320,0.5036231884057971,0.0769353058388067,0.5171875,0.05262736699612136,0.0032500000000000003,0.004671723450719232,138.0,0.0
330,0.5108695652173914,0.08810632734221971,0.5178787878787878,0.054140848783419376,0.0032500000000000003,0.004671723450719232,138.0,0.0
340,0.5094202898550725,0.09267622072332597,0.5205882352941177,0.05398392116837731,0.0032500000000000003,0.004671723450719232,138.0,0.0
350,0.5036231884057971,0.08981155769361455,0.5185714285714286,0.05584640419649238,0.0032500000000000003,0.004671723450719232,138.0,0.0
360,0.5094202898550725,0.09229771711711593,0.5186111111111111,0.05471666011715132,0.0032500000000000003,0.004671723450719232,138.0,0.0
370,0.5144927536231884,0.10383664376910473,0.5197297297297296,0.054354271398407004,0.0032500000000000003,0.004671723450719232,138.0,0.0
380,0.5181159420289856,0.10237956257257362,0.5197368421052632,0.05482631576140443,0.0032500000000000003,0.004671723450719232,138.0,0.0
390,0.5268115942028986,0.0966817424936391,0.5212820512820513,0.055365222942400906,0.0032500000000000003,0.004671723450719232,138.0,0.0
400,0.5282608695652173,0.09289002148952386,0.521,0.05382843114934709,0.0032500000000000003,0.004671723450719232,138.0,0.0
410,0.5282608695652173,0.10014400702425388,0.52,0.05326041018939119,0.0032500000000000003,0.004671723450719232,138.0,0.0
420,0.5340579710144928,0.09817882371199421,0.520952380952381,0.05315446195190793,0.0032500000000000003,0.004671723450719232,138.0,0.0
430,0.5427536231884058,0.10066698613083158,0.521860465116279,0.05618096388531216,0.0032500000000000003,0.004671723450719232,138.0,0.0
440,0.5376811594202898,0.11178121812005944,0.5215909090909091,0.05838004819754953,0.0032500000000000003,0.004671723450719232,138.0,0.0
450,0.5318840579710145,0.10180521868164707,0.5215555555555556,0.05869219422164618,0.0032500000000000003,0.004671723450719232,138.0,0.0
460,0.5282608695652173,0.08845000346669404,0.5208695652173913,0.0554165452618879,0.0032500000000000003,0.004671723450719232,138.0,0.0
470,0.518840579710145,0.07954161660246348,0.5178723404255319,0.05471758753448736,0.0032500000000000003,0.004671723450719232,138.0,0.0
480,0.5115942028985507,0.07843363765256968,0.5172916666666667,0.05483957031398242,0.0032500000000000003,0.004671723450719232,138.0,0.0
490,0.5195652173913043,0.07797481567996124,0.5179591836734694,0.05568100972337947,0.0032500000000000003,0.004671723450719232,138.0,0.0
500,0.5094202898550725,0.0884895725128726,0.5166000000000001,0.05682761457053937,0.0032500000000000003,0.004671723450719232,138.0,0.0
510,0.5007246376811594,0.08058008665443384,0.5147058823529412,0.05559206797083436,0.0032500000000000003,0.004671723450719232,138.0,0.0
520,0.49637681159420294,0.07134809414368085,0.5138461538461538,0.053852258506209304,0.0032500000000000003,0.004671723450719232,138.0,0.0
530,0.4811594202898551,0.06893162891492546,0.5109433962264152,0.05188431478742306,0.0032500000000000003,0.004671723450719232,138.0,0.0
540,0.47391304347826085,0.07738521268853937,0.5094444444444444,0.05133078871833725,0.0032500000000000003,0.004671723450719232,138.0,0.0
550,0.4833333333333333,0.07767494026586445,0.5105454545454545,0.05085711632595515,0.0032500000000000003,0.004671723450719232,138.0,0.0
560,0.47681159420289854,0.07364575458998845,0.5098214285714285,0.049966329365831785,0.0032500000000000003,0.004671723450719232,138.0,0.0
570,0.4782608695652174,0.07774626540787964,0.5112280701754386,0.049945765874034695,0.0032500000000000003,0.004671723450719232,138.0,0.0
580,0.47536231884057967,0.07791118872878618,0.51,0.04909539733387564,0.0032500000000000003,0.004671723450719232,138.0,0.0
590,0.46594202898550724,0.0773739026435095,0.5089830508474577,0.04851558193453472,0.0032500000000000003,0.004671723450719232,138.0,0.0
600,0.4702898550724638,0.07177206095312687,0.509,0.04706313070339603,0.0032500000000000003,0.004671723450719232,138.0,0.0
610,0.4826086956521739,0.07446511639805872,0.5093442622950819,0.047191416284845404,0.0032500000000000003,0.004671723450719232,138.0,0.0
620,0.4789855072463768,0.07233886175315049,0.5090322580645161,0.04669193112259818,0.0032500000000000003,0.004671723450719232,138.0,0.0
630,0.4782608695652174,0.06632623293597091,0.5084126984126984,0.04566263248774572,0.0032500000000000003,0.004671723450719232,138.0,0.0
640,0.4746376811594203,0.06808424246113723,0.50734375,0.045249896888311006,0.0032500000000000003,0.004671723450719232,138.0,0.0
650,0.4797101449275362,0.06622058981141121,0.5070769230769231,0.04462540412102905,0.0032500000000000003,0.004671723450719232,138.0,0.0
