Step,PreqAcc_mean,PreqAcc_std,CumAcc_mean,CumAcc_std,BestLR_mean,WindowSize_mean
497,0.4458752515090543,0.03626943115057463,0.4458752515090543,0.03626943115057463,0.312,1000.0
994,0.4364185110663984,0.016792737199070668,0.4364185110663984,0.016792737199070668,0.312,1000.0
1491,0.4232,0.014770842148563435,0.4305164319248826,0.00940801759156896,0.312,1000.0
1988,0.42939999999999995,0.021567465209327587,0.4329476861167002,0.014298559481989083,0.312,1000.0
2485,0.4553,0.03334683060068995,0.4405633802816902,0.015875748781525593,0.312,1000.0
2982,0.4657,0.02819002975836984,0.4437961099932931,0.018222970915064206,0.312,1000.0
3479,0.46399999999999997,0.03211091887677945,0.4471974705375108,0.018938907138189187,0.312,1000.0
3976,0.4734,0.04574858832066117,0.4511317907444668,0.022829071068191726,0.312,1000.0
4473,0.49000000000000005,0.0637373081047862,0.45678515537670467,0.02789578516357881,0.312,1000.0
4970,0.5174,0.07925794737578196,0.4644466800804829,0.03360944685715493,0.312,1000.0
5467,0.5261,0.08873988205235944,0.4693616242912017,0.03840948518823009,0.312,1000.0
5964,0.5279999999999999,0.08008883956096642,0.4749832327297116,0.04089746169156499,0.312,1000.0
6461,0.5464,0.08858291784160949,0.4812877263581489,0.04497273910215066,0.312,1000.0
6958,0.5614,0.10898032442193917,0.4874245472837022,0.050251244105341084,0.312,1000.0
7455,0.5697,0.1293007261301257,0.4930918846411805,0.05551768077678474,0.312,1000.0
7952,0.5676,0.13387241023535143,0.49742203219315895,0.05946403873404921,0.312,1000.0
8449,0.5729,0.13056496892777603,0.502473665522547,0.06362927897919161,0.312,1000.0
8946,0.5883,0.13222964031478637,0.5074558461882406,0.06739457103819442,0.312,1000.0
9443,0.5974999999999999,0.1563118322101334,0.5124218998199724,0.07254018497734342,0.312,1000.0
9940,0.61,0.1607420293513803,0.5176559356136821,0.0765917931621316,0.312,1000.0
10437,0.6317999999999999,0.16983377494218016,0.5238095238095238,0.08160269663926294,0.312,1000.0
10934,0.6355999999999999,0.17894331815161785,0.5283336381927931,0.08521469007542329,0.312,1000.0
11431,0.6311,0.17771916047517214,0.5331204619018458,0.08944670296272597,0.312,1000.0
11928,0.6541,0.19355185925798338,0.5387910798122066,0.09408369583778954,0.312,1000.0
12425,0.6523,0.18071835054089613,0.5426478873239436,0.09666999409762887,0.312,1000.0
12922,0.6523,0.17721991987358535,0.5475003869370066,0.10038121982207229,0.312,1000.0
13419,0.6779999999999999,0.1987276192849566,0.5527088456665921,0.10415819414016109,0.312,1000.0
13916,0.6945,0.21176887296190525,0.5580195458465076,0.10825159525548896,0.312,1000.0
14413,0.6919000000000001,0.21004626474501595,0.562339554568792,0.1113409583906295,0.312,1000.0
14910,0.6839999999999999,0.19720491316845473,0.5664050972501677,0.11398557986116807,0.312,1000.0
15407,0.6849000000000001,0.21265383973856564,0.5702472901927695,0.11771791111806564,0.312,1000.0
15904,0.6867,0.2252287972509535,0.5739247987927565,0.12078667617677272,0.312,1000.0
16401,0.7021,0.22300296460411062,0.5782208401926712,0.12405036457668954,0.312,1000.0
16898,0.7095,0.23112442536434788,0.5818854302284294,0.1270864863670537,0.312,1000.0
17395,0.7085,0.2334862594101275,0.5856625467088243,0.1302357070718805,0.312,1000.0
17892,0.7178,0.2446356928623095,0.5894422088084059,0.1335222330582171,0.312,1000.0
18389,0.7313000000000001,0.240139334553921,0.5935287400076132,0.1360359832718273,0.312,1000.0
18886,0.7277,0.236015088971494,0.5967330297574923,0.13880822295280376,0.312,1000.0
19383,0.7153,0.2369861927529863,0.5997678377960068,0.14107025363150336,0.312,1000.0
19880,0.7226,0.2407558468195067,0.6030281690140845,0.1438302344559724,0.312,1000.0
20377,0.7257,0.2434114258251289,0.6059282524414782,0.14602581130638329,0.312,1000.0
20874,0.7272000000000001,0.24366771545601926,0.6089441410366964,0.1485020505739592,0.312,1000.0
21371,0.7279,0.24470183670926726,0.611604510785644,0.15053804072036772,0.312,1000.0
21868,0.7317,0.24315977828945678,0.6144960673129687,0.15275059181212827,0.312,1000.0
22365,0.7321,0.2448280348870747,0.6169595349877041,0.1546898567777284,0.312,1000.0
22862,0.736,0.24455946788732869,0.6197533024232351,0.15671656330484582,0.312,1000.0
23359,0.7349,0.2511553083032268,0.6219915236097436,0.15875057362697467,0.312,1000.0
23856,0.7332,0.2577982846249283,0.6244885982562038,0.16088199458072408,0.312,1000.0
24353,0.741,0.2577431969142068,0.6268509013263254,0.16275954129018957,0.312,1000.0
24850,0.743,0.25218379540856045,0.6292394366197183,0.1644722814406277,0.312,1000.0
25347,0.744,0.2535095878090434,0.6314553990610328,0.16626050964282993,0.312,1000.0
25844,0.7445,0.2562807705102615,0.6336828664293452,0.16792575272977311,0.312,1000.0
26341,0.7468999999999999,0.2564065565117675,0.635814889336016,0.16962523547986416,0.312,1000.0
26838,0.7487,0.25370063285516475,0.6379424696326105,0.1710948740622089,0.312,1000.0
27335,0.7493000000000001,0.2481137955768593,0.6399268337296506,0.17246664704675055,0.312,1000.0
27832,0.7405,0.25101671037779316,0.6416139695314745,0.1739248112870243,0.312,1000.0
28329,0.738,0.257699221746766,0.6433583959899749,0.1754426662265199,0.312,1000.0
28826,0.75,0.2556625379936085,0.6453652952195934,0.17670376123417883,0.312,1000.0
29323,0.7554000000000001,0.24811386275032857,0.6471609316918461,0.17790066549884356,0.312,1000.0
29820,0.7539,0.24710207067795553,0.6489839034205231,0.17903300520124532,0.312,1000.0
30317,0.7521,0.253487869532252,0.6506085694494839,0.1803613491348758,0.312,1000.0
30814,0.7545999999999999,0.2544773292674833,0.6523950152528071,0.18144419298582218,0.312,1000.0
31311,0.7567,0.25142661840872066,0.6539810290313308,0.1825936863957514,0.312,1000.0
31808,0.7508999999999999,0.25894806429089207,0.6554797535211268,0.18383017819614667,0.312,1000.0
32305,0.7451,0.2623379711576483,0.6567806841046278,0.18502472247871635,0.312,1000.0
32802,0.7509,0.26164456382233087,0.6583653435766113,0.18617669896200945,0.312,1000.0
33299,0.7554000000000001,0.26289296512290145,0.6597225141896153,0.1873280068017618,0.312,1000.0
33796,0.7538,0.26141741844541777,0.6611640430820216,0.18837696836010875,0.312,1000.0
34293,0.7574,0.25844199865089007,0.6625404601522177,0.189384975282307,0.312,1000.0
34790,0.7559,0.2567668419230004,0.6638746766312159,0.1903139221391687,0.312,1000.0
35287,0.7567999999999999,0.2586193255647295,0.6651939807861252,0.1913189596641675,0.312,1000.0
35784,0.7595,0.25989452988985096,0.6665269394142633,0.19223910982528197,0.312,1000.0
36281,0.7562,0.26193587001401697,0.6676938342383065,0.19323092305459558,0.312,1000.0
36778,0.7593,0.2554229825211506,0.6690303986078634,0.19393516755231618,0.312,1000.0
37275,0.7624,0.25403289375809407,0.670224010731053,0.19482834272962987,0.312,1000.0
37772,0.7577,0.25620306616258737,0.6713676797627872,0.19555664924222002,0.312,1000.0
38269,0.7558999999999999,0.25503309153476095,0.6724476730512948,0.19636479197688228,0.312,1000.0
38766,0.7563,0.25421646506690143,0.673538667904865,0.19704428545246916,0.312,1000.0
39263,0.7596999999999999,0.24929725674828876,0.6746657158138706,0.19768383518501625,0.312,1000.0
39760,0.7573,0.2505731430141706,0.6756312877263582,0.19837784572373685,0.312,1000.0
40257,0.758,0.2533706112923649,0.6767220607596195,0.19904480777275974,0.312,1000.0
40754,0.7609999999999999,0.2585807417423038,0.6777101634195416,0.19982313065090307,0.312,1000.0
41251,0.7583,0.2629119201895908,0.6786817289277836,0.2005725077920095,0.312,1000.0
41748,0.7605,0.25806039344825205,0.6796780684104629,0.20121221300032055,0.312,1000.0
42245,0.757,0.2626201312415583,0.6805160374008759,0.2020371200279981,0.312,1000.0
42742,0.7593,0.26155944724755104,0.6815146694118198,0.20261552452693937,0.312,1000.0
43239,0.7605999999999999,0.25302226515993936,0.6823538934757973,0.20319881330581788,0.312,1000.0
43736,0.758,0.2573967970102019,0.6832540698737881,0.2038508040194026,0.312,1000.0
44233,0.7625,0.25927002226336243,0.6841475821219452,0.2044605051317914,0.312,1000.0
44730,0.7631,0.2560505375463558,0.6850257098144422,0.20500589648436926,0.312,1000.0
45227,0.7607999999999999,0.2544046645274676,0.6858270502133681,0.2055554306350067,0.312,1000.0
45724,0.7582,0.2531537960300901,0.6866175312746041,0.2060395007943188,0.312,1000.0
46221,0.7617,0.2505052893653146,0.6874559183055322,0.20651433128504676,0.312,1000.0
46718,0.7652,0.2506687943172114,0.6882957318378355,0.2069774619317222,0.312,1000.0
47215,0.7687999999999999,0.24588018762532832,0.6891686963888595,0.20733050932046784,0.312,1000.0
47712,0.7689999999999999,0.24572568264451133,0.689987843729041,0.20776682658593096,0.312,1000.0
48209,0.7651,0.25542185149713054,0.6907382438963678,0.20830041736526073,0.312,1000.0
48706,0.7665,0.25221078045511414,0.6915492957746479,0.2086645806928527,0.312,1000.0
49203,0.7603,0.2526042359106434,0.6921447879194358,0.20918122256347374,0.312,1000.0
49700,0.7529,0.2590248593818319,0.6927826961770623,0.2096743017450248,0.312,1000.0
49749,0.7551,0.2581035321984829,0.6928681983557459,0.209698121455668,0.312,1000.0
