Step,PreqAcc_mean,PreqAcc_std,CumAcc_mean,CumAcc_std,BestLR_mean,WindowSize_mean
46,0.5108695652173914,0.11330794037037599,0.5108695652173914,0.11330794037037599,0.023,920.0
92,0.5902173913043478,0.04942698326894191,0.5902173913043478,0.04942698326894191,0.023,920.0
138,0.6318840579710144,0.03579446097167671,0.6318840579710144,0.03579446097167671,0.023,920.0
184,0.6597826086956522,0.029679199154017986,0.6597826086956522,0.029679199154017986,0.023,920.0
230,0.6808695652173913,0.021998453288127835,0.6808695652173913,0.021998453288127835,0.023,920.0
276,0.7043478260869566,0.0217525455119216,0.7043478260869566,0.0217525455119216,0.023,920.0
322,0.7180124223602484,0.017918175174673943,0.7180124223602484,0.017918175174673943,0.023,920.0
368,0.7298913043478261,0.0179430152382817,0.7298913043478261,0.0179430152382817,0.023,920.0
414,0.7384057971014493,0.01598385832936882,0.7384057971014493,0.01598385832936882,0.023,920.0
460,0.7482608695652174,0.014266347480956187,0.7482608695652174,0.014266347480956187,0.023,920.0
506,0.7557312252964427,0.01570562642443806,0.7557312252964427,0.01570562642443806,0.023,920.0
552,0.7615942028985507,0.015728329078357188,0.7615942028985507,0.015728329078357188,0.023,920.0
598,0.7627090301003345,0.014693955393865902,0.7627090301003345,0.014693955393865902,0.023,920.0
644,0.7672360248447205,0.014593152684637572,0.7672360248447205,0.014593152684637572,0.023,920.0
690,0.771304347826087,0.0155612555944257,0.771304347826087,0.0155612555944257,0.023,920.0
736,0.7756793478260869,0.014820927752451746,0.7756793478260869,0.014820927752451746,0.023,920.0
782,0.7777493606138107,0.013927599660268977,0.7777493606138107,0.013927599660268977,0.023,920.0
828,0.7809178743961352,0.014178467344484927,0.7809178743961352,0.014178467344484927,0.023,920.0
874,0.7812356979405035,0.01307666811003683,0.7812356979405035,0.01307666811003683,0.023,920.0
920,0.7859782608695652,0.012152003230936011,0.7859782608695652,0.012152003230936011,0.023,920.0
966,0.8013043478260868,0.008195136389925773,0.7874741200828157,0.010956035384985893,0.023,920.0
1012,0.8078260869565218,0.00922028484343042,0.7880434782608695,0.01160103179535991,0.023,920.0
1058,0.8130434782608695,0.010066988398152024,0.789413988657845,0.010710181833055039,0.023,920.0
1104,0.8182608695652174,0.007884910439846644,0.7918478260869566,0.009086107668504343,0.023,920.0
1150,0.8221739130434782,0.008531050813195044,0.7939130434782609,0.009516785599641748,0.023,920.0
1196,0.8231521739130434,0.008247032652659926,0.7957357859531772,0.009517337345335993,0.023,920.0
1242,0.8232608695652173,0.01046593578253961,0.7959742351046699,0.01000033277374055,0.023,920.0
1288,0.8244565217391304,0.011920785417653682,0.7974378881987578,0.010629370651186841,0.023,920.0
1334,0.8270652173913045,0.01251390740723828,0.7995502248875562,0.01102399388500887,0.023,920.0
